,response,distributions,probable_topic,topic_probability
2696,"['acquisition', 'canvas', 'years', 'teaching', 'educator', 'canvas', 'amaze', 'really', 'change', 'things', 'canvas', 'getting', 'instruction', 'thank', 'TWITTER_HANDLE', 'others']","[(0, 0.1264973), (1, 0.022266958), (2, 0.5109348), (3, 0.22128195), (4, 0.119019)]",,
2697,"['acquisition', 'canvas', 'years', 'teaching', 'educator', 'canvas', 'amaze', 'really', 'change', 'things', 'canvas', 'getting', 'instruction', 'thank', 'TWITTER_HANDLE', 'others']","[(0, 0.12649721), (1, 0.022266956), (2, 0.5109349), (3, 0.22128192), (4, 0.119018994)]",,
2698,"['canvas', 'black', 'backpack', 'college', 'student', 'school', 'backpack']","[(0, 0.28607807), (1, 0.1375829), (2, 0.40952963), (3, 0.10327898), (4, 0.06353039)]",,
2699,"['professor', 'upload', 'assignment', 'canvas', 'reply', 'email', 'lmaoooo', 'homie']","[(0, 0.22795701), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2700,"['professor', 'posting', 'things', 'canvas', 'right']","[(0, 0.2009627), (1, 0.03545095), (2, 0.4586018), (3, 0.115510546), (4, 0.18947396)]",,
2701,"['something', 'especially', 'wholesome', 'professor', 'sharing', 'uplifting', 'video', 'canvas']","[(0, 0.31995153), (1, 0.035450965), (2, 0.4580321), (3, 0.11551063), (4, 0.07105472)]",,
2702,"['teacher', 'blowing', 'canvas', 'notification']","[(0, 0.31995663), (1, 0.03545077), (2, 0.45802897), (3, 0.115509704), (4, 0.07105388)]",,
2703,"['associate', 'provost', 'simon', 'bate', 'applaud', 'professor', 'admin', 'quick', 'transition', 'online', 'course', 'report', 'traffic', 'canvas', 'week', 'march', 'first', 'peak', '500,000', 'sessions']","[(0, 0.17953847), (1, 0.031697173), (2, 0.5160655), (3, 0.10327951), (4, 0.16941936)]",,
2704,"['school', 'depression', 'honest', 'english', 'professor', 'log', 'canvas', 'first', 'week', 'taking', 'note']","[(0, 0.17953862), (1, 0.1375865), (2, 0.5160644), (3, 0.103279576), (4, 0.06353094)]",,
2705,"['TWITTER_HANDLE', 'asking', 'teacher', 'canvas', 'onenotes', 'collaborate', 'learn', 'canvas', 'effectively', 'flipgrid', 'blackboard', 'help', 'connect', 'cbdlpchat']","[(0, 0.35130426), (1, 0.022268528), (2, 0.36054698), (3, 0.14696302), (4, 0.1189172)]",,
2706,"['TWITTER_HANDLE', 'asking', 'teacher', 'canvas', 'onenotes', 'collaborate', 'learn', 'canvas', 'effectively', 'flipgrid', 'blackboard', 'help', 'connect', 'cbdlpchat']","[(0, 0.3513042), (1, 0.022268528), (2, 0.36054704), (3, 0.146963), (4, 0.1189172)]",,
2707,"['TWITTER_HANDLE', 'putíssima', 'porque', 'canvas', 'porque', 'professores', 'vontades', 'kakakakakakkakajakakak']","[(0, 0.20096105), (1, 0.035450768), (2, 0.45859888), (3, 0.23393539), (4, 0.071053855)]",,
2708,"['happy', 'share', 'begin', 'distribute', '1,250', 'chromebooks', 'laptop', 'today', 'student', 'class', 'please', 'contact', 'success', 'coach', 'canvas', 'email', 'referral', 'deltacollege', 'stillhereforyou']","[(0, 0.35489494), (1, 0.124406345), (2, 0.3698597), (3, 0.09339092), (4, 0.0574481)]",,
2709,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'online', 'canvas', 'maybe', 'sharing', 'device', 'happen', 'signed-', 'teacher']","[(0, 0.236082), (1, 0.02615759), (2, 0.33795956), (3, 0.25999224), (4, 0.13980861)]",,
2710,"['stupid', 'could', 'access', 'powerpoint', 'spanish', 'activity', 'canvas', 'professor', 'include', 'everyone', 'spanish', 'class', 'stupid']","[(0, 0.17953865), (1, 0.13758187), (2, 0.51606894), (3, 0.103279606), (4, 0.06353096)]",,
2711,"['reminder', 'TWITTER_HANDLE', 'online', 'session', 'tomorrow', 'online', 'session', 'place', 'doctoral', 'college', 'canvas', 'bigbluebutton', 'conference', 'facility', 'video', 'audio']","[(0, 0.21709925), (1, 0.10440756), (2, 0.31080556), (3, 0.15874322), (4, 0.20894438)]",,
2712,"['quarantine', 'habit', 'check', 'canvas', 'professor', 'grade', 'assignment']","[(0, 0.31995526), (1, 0.03545083), (2, 0.45802987), (3, 0.11550997), (4, 0.07105412)]",,
2713,"['canvas', 'glitched', 'scores', 'exam', 'professor', 'force', 'everyone', 'credit', 'anyway', 'still']","[(0, 0.20096196), (1, 0.15387309), (2, 0.45860046), (3, 0.11551014), (4, 0.07105427)]",,
2714,"['professor', 'think', 'helpful', 'posting', 'month', 'worth', 'assignment', 'spring', 'break', 'reality', 'seizure', 'canvas', 'notification']","[(0, 0.227957), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2715,"['professor', 'class', 'compmwtw', 'canvas', 'month']","[(0, 0.22795698), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2716,"['taking', 'canvas', 'erase', 'answer', 'turn', 'email', 'teacher', 'need', 'point']","[(0, 0.2858214), (1, 0.03169728), (2, 0.5156699), (3, 0.10328002), (4, 0.063531384)]",,
2717,"['university', 'offering', 'summer', 'intensive', 'nahuatl', 'language', 'program', 'online', 'synchronous', 'language', 'learning', 'canvas', 'application', '4/30/20', 'tuition', 'program', 'eligible']","[(0, 0.28607696), (1, 0.03169709), (2, 0.4095295), (3, 0.103279114), (4, 0.16941735)]",,
2718,"['history', 'american', 'political', 'thought', 'professor', 'federalist', 'antifederalist', 'debate', 'paper', 'model', 'exactly', 'want', 'class', 'write', 'want', 'upload', 'canvas', 'class', 'argument', 'happy']","[(0, 0.22795698), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2719,"['TWITTER_HANDLE', 'awesome', 'really', 'interest', 'teacher', 'canvas', 'teaching', 'canvaschat']","[(0, 0.29754844), (1, 0.024056166), (2, 0.39106607), (3, 0.15874863), (4, 0.12858066)]",,
2720,"['TWITTER_HANDLE', 'awesome', 'really', 'interest', 'teacher', 'canvas', 'teaching', 'canvaschat']","[(0, 0.29754844), (1, 0.024056168), (2, 0.3910661), (3, 0.15874864), (4, 0.12858066)]",,
2721,"['professor', 'critique', 'grammar', 'casual', 'journal', 'casual', 'grade', 'random', 'person', 'reply', 'anyone', 'misogyny', 'canvas', 'discussion', 'board']","[(0, 0.22795703), (1, 0.040213022), (2, 0.52020454), (3, 0.13102658), (4, 0.08059881)]",,
2722,"['valuable', 'teacher', 'experience', 'canvas', 'student', 'canvaschat']","[(0, 0.39247382), (1, 0.03169704), (2, 0.40901995), (3, 0.10327888), (4, 0.06353031)]",,
2723,"['valuable', 'teacher', 'experience', 'canvas', 'student', 'canvaschat']","[(0, 0.39247376), (1, 0.031697035), (2, 0.40901998), (3, 0.103278875), (4, 0.0635303)]",,
2724,"['teaching', 'online', 'canvas', 'impress', 'child', 'teacher', 'using', 'canvas', 'recording', 'video', 'include', 'announcement', 'add', 'things', 'flipgrid', 'canvaschat']","[(0, 0.31752005), (1, 0.020725397), (2, 0.34501052), (3, 0.06753532), (4, 0.24920873)]",,
2725,"['teaching', 'online', 'canvas', 'impress', 'child', 'teacher', 'using', 'canvas', 'recording', 'video', 'include', 'announcement', 'add', 'things', 'flipgrid', 'canvaschat']","[(0, 0.31752604), (1, 0.020725397), (2, 0.3450045), (3, 0.06753531), (4, 0.24920873)]",,
2726,"['teaching', 'online', 'canvas', 'impress', 'child', 'teacher', 'using', 'canvas', 'recording', 'video', 'include', 'announcement', 'add', 'things', 'flipgrid', 'canvaschat']","[(0, 0.31752232), (1, 0.020725397), (2, 0.34500825), (3, 0.06753532), (4, 0.24920873)]",,
2727,"['turn', 'canvas', 'teacher', 'course', 'course', 'teacher', 'video', 'article', 'tutorial', 'platform', 'include', 'TWITTER_HANDLE', 'world', 'greatest', 'canvaschat']","[(0, 0.4116821), (1, 0.026157662), (2, 0.33712056), (3, 0.17261179), (4, 0.05242792)]",,
2728,"['turn', 'canvas', 'teacher', 'course', 'course', 'teacher', 'video', 'article', 'tutorial', 'platform', 'include', 'TWITTER_HANDLE', 'world', 'greatest', 'canvaschat']","[(0, 0.4116821), (1, 0.02615766), (2, 0.33712053), (3, 0.17261177), (4, 0.052427918)]",,
2729,"['using', 'onenote', 'canvas', 'video', 'lesson', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'wearerusd', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'onlineclasses', 'onlinelearning']","[(0, 0.2043421), (1, 0.017160634), (2, 0.22949557), (3, 0.5146065), (4, 0.03439525)]",,
2730,"['college', 'decide', 'resource', 'center', 'canvas', 'student', 'arguing']","[(0, 0.31995702), (1, 0.035450783), (2, 0.45802847), (3, 0.115509756), (4, 0.07105393)]",,
2731,"['found', 'ignore', 'canvas', 'pretending', 'semester', 'professor', 'shock', 'confuse']","[(0, 0.22795698), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2732,"['vintage', 'canvas', 'backpack', 'woman', 'school', 'college', 'travel', 'laptop', 'portable', 'rucksack']","[(0, 0.20096122), (1, 0.15387583), (2, 0.4585992), (3, 0.11550977), (4, 0.07105394)]",,
2733,"['daughter', 'turn', 'blank', 'canvas', 'masterpiece', 'shalom', 'decide', 'share', 'piece', 'teacher', 'email', 'response', 'proudmom', 'grateful', 'teenartist', 'talentedteens', 'smartkids', 'mydaughterrocks']","[(0, 0.2860794), (1, 0.13757837), (2, 0.40953195), (3, 0.10327943), (4, 0.06353079)]",,
2734,"['calouro', 'mexer', 'melhor', 'plataforma', 'canvas', 'veteranos', 'desgraçados', 'sabem', 'existe', 'caixa', 'entrada', 'sistema', 'professor', 'compartilha', 'alguns', 'mail']","[(0, 0.22795705), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2735,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'school', 'teacher', 'could', 'powerschool', 'right', 'canvas', 'parent', 'information', 'student', 'observe', 'whole', 'class', 'rather', 'assignment', 'names']","[(0, 0.3043581), (1, 0.08425691), (2, 0.3149423), (3, 0.19275331), (4, 0.103689365)]",,
2736,"['professor', 'know', 'twitter', 'canvas', 'listen', 'lecture', 'know', 'behind', 'class', 'compulsively', 'tweet', 'instead']","[(0, 0.22795698), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2737,"['realize', 'physical', 'lecture', 'discussion', 'grant', 'move', 'online', 'prefer', 'learning', 'align', 'professor', 'canvas']","[(0, 0.28607556), (1, 0.03169709), (2, 0.4095309), (3, 0.103279114), (4, 0.16941735)]",,
2738,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'watch', 'student', 'assignment', 'teacher', 'feedback', 'observe', 'student', 'canvas', 'course', 'thing', 'hope', 'help', 'though']","[(0, 0.37860158), (1, 0.024055589), (2, 0.31002873), (3, 0.23909953), (4, 0.048214592)]",,
2739,"['entire', 'shakespeare', 'class', 'fool', 'traitor', 'professor', 'people', 'skate', 'quiet', 'replace', 'weekly', 'mandatory', 'canvas', 'response', 'student', 'professor', 'despise']","[(0, 0.3199563), (1, 0.035450783), (2, 0.4580292), (3, 0.115509756), (4, 0.07105393)]",,
2740,"['mission', 'college', 'virtual', 'office', 'current', 'student', 'provide', 'access', 'information', 'canvas', 'shell', 'trioworks', 'missioncollege', 'missioncollegesc', 'wearemission', 'TWITTER_HANDLE']","[(0, 0.28607732), (1, 0.031697042), (2, 0.4095302), (3, 0.20916508), (4, 0.063530326)]",,
2741,"['canvas', 'class', 'teacher', 'contact', 'distance', 'learning', 'office', 'times']","[(0, 0.3924732), (1, 0.03169707), (2, 0.40902033), (3, 0.10327901), (4, 0.06353042)]",,
2742,"['bethany', 'college', 'writing', 'center', 'online', 'please', 'mccann', 'center', 'canvas', 'click', 'discussion', 'section', 'quick', 'question', 'virtual', 'appointment', 'writing', 'coach', 'together', 'onebethany']","[(0, 0.35486728), (1, 0.028662745), (2, 0.36986747), (3, 0.09339317), (4, 0.15320939)]",,
2743,"['try', 'canvas', 'community', 'college', 'semester']","[(0, 0.2009628), (1, 0.15386996), (2, 0.45860198), (3, 0.1155106), (4, 0.07105469)]",,
2744,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'familiar', 'front', 'canvas', 'widely', 'europe', 'muele', 'makerere', 'university', 'effective', 'friendly', 'think', 'TWITTER_HANDLE', 'partnership', 'TWITTER_HANDLE', 'norway', 'competent', 'learning', 'instructor']","[(0, 0.15487714), (1, 0.017160557), (2, 0.22171637), (3, 0.57185096), (4, 0.034394924)]",,
2745,"['professor', 'canvas', 'connect', 'record', 'spend', 'homework', 'actually', 'reading', 'worry', 'sitting', 'front', 'connect']","[(0, 0.3924546), (1, 0.031697776), (2, 0.40903163), (3, 0.10328256), (4, 0.06353347)]",,
2746,"['TWITTER_HANDLE', 'professor', 'canvas', 'stop', 'viewing', 'device']","[(0, 0.20096105), (1, 0.035450768), (2, 0.45859888), (3, 0.23393539), (4, 0.071053855)]",,
2747,"['TWITTER_HANDLE', 'ashley', 'shanley', 'google', 'classroom', 'canvas', 'elementary', 'college', 'technology']","[(0, 0.20096105), (1, 0.035450768), (2, 0.45859888), (3, 0.23393539), (4, 0.071053855)]",,
2748,"['TWITTER_HANDLE', 'super', 'usually', 'display', 'leaderboard', 'classroom', 'today', 'share', 'screen', 'canvas', 'conferencd', 'play', 'progress', 'check', 'question', 'TWITTER_HANDLE']","[(0, 0.2360807), (1, 0.113534294), (2, 0.3379617), (3, 0.25999513), (4, 0.05242819)]",,
2749,"['successfully', 'figure', 'canvas', 'conference', 'kahoot', 'student', 'ask', 'could', 'tomorrow', 'remotelearning', 'whateverittakes', 'kahoot', 'teacherwin', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(0, 0.1868799), (1, 0.08994994), (2, 0.33716673), (3, 0.34446418), (4, 0.041539263)]",,
2750,"['professor', 'date', 'change', 'canvas', 'anything', 'college', 'dropout']","[(0, 0.22795703), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2751,"['audio', 'canvas', 'lecture', 'professor']","[(0, 0.227957), (1, 0.040213022), (2, 0.52020454), (3, 0.13102658), (4, 0.08059881)]",,
2752,"['professor', 'making', 'assignment', 'tomorrow', 'night', 'powerpoint', 'post', 'canvas']","[(0, 0.227957), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2753,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'teacher', 'place', 'cantata', 'learning', 'video', 'canvas', 'TWITTER_HANDLE']","[(0, 0.35043633), (1, 0.02226636), (2, 0.2869693), (3, 0.29569936), (4, 0.044628613)]",,
2754,"['student', 'TWITTER_HANDLE', 'compile', 'resource', 'virtual', 'success', 'learnanywhereuky', 'faculty', 'staff', 'support', 'advise', 'check', 'canvas', 'together']","[(0, 0.41166973), (1, 0.026158012), (2, 0.33712637), (3, 0.17261648), (4, 0.052429453)]",,
2755,"['register', 'webinar', 'lecturer', 'chemistry', 'faculty', 'tutor', 'coordinator', 'TWITTER_HANDLE', 'wednesday', 'april', 'relay', 'practice', 'teaching', 'flip', 'course', 'using', 'canvas', 'iclicker', 'highered']","[(0, 0.21475817), (1, 0.026158288), (2, 0.4286261), (3, 0.172649), (4, 0.15780848)]",,
2756,"['professor', 'add', 'discussion', 'assignment', 'canvas']","[(0, 0.22795701), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2757,"['TWITTER_HANDLE', 'instructor', 'bunch', 'class', 'screenshots', 'certain', 'class', 'active', 'certain', 'page', 'weird', 'place', 'instructional', 'canvas', 'search', 'professor']","[(0, 0.17969728), (1, 0.031698745), (2, 0.41006604), (3, 0.2091882), (4, 0.1693497)]",,
2758,"['classmate', 'professor', 'add', 'assignment', 'canvas']","[(0, 0.20080154), (1, 0.035451043), (2, 0.5771813), (3, 0.11551101), (4, 0.0710551)]",,
2759,"['teacher', 'point', 'exhaustion', 'frustration', 'spring', 'break', 'email', 'search', 'webinars', 'google', 'hangout', 'google', 'classroom', 'schoolloop', 'canvas', 'remind']","[(0, 0.31995663), (1, 0.03545077), (2, 0.45802897), (3, 0.115509704), (4, 0.07105388)]",,
2760,"['canvas', 'video', 'conferencing', 'overview', 'iccsd', 'teacher']","[(0, 0.45102662), (1, 0.02866503), (2, 0.36944398), (3, 0.09340417), (4, 0.05746018)]",,
2761,"['professor', 'announcement', 'people', 'canvas', 'active', 'minute', 'counter', 'think', 'suppose', 'computer', 'least']","[(0, 0.20097803), (1, 0.03545269), (2, 0.4586285), (3, 0.11551907), (4, 0.18942176)]",,
2762,"['professor', 'canvas', 'every', 'single', 'question']","[(0, 0.22795705), (1, 0.040213022), (2, 0.5202045), (3, 0.13102658), (4, 0.08059881)]",,
2763,"['TWITTER_HANDLE', 'become', 'glaringly', 'clear', 'teacher', 'willing', 'extra', 'effort', 'publishing', 'canvas', 'early', 'weekly', 'voice', 'lecture', 'virtual', 'office', 'hours', 'others', 'assigning', 'reading', 'discussion', 'post', 'content', 'entire', 'course']","[(0, 0.25873104), (1, 0.12427194), (2, 0.3703627), (3, 0.18917437), (4, 0.05745992)]",,
2764,"['TWITTER_HANDLE', 'prepare', 'sort', 'remote', 'learning', 'painting', 'canvas', 'check', 'electric', 'check', 'civil', 'project', 'check', 'teacher']","[(0, 0.53485394), (1, 0.020724913), (2, 0.26611948), (3, 0.13676237), (4, 0.041539326)]",,
2765,"['email', 'teacher', 'note', 'third', 'forget', 'submit', 'canvas']","[(0, 0.3199567), (1, 0.035450775), (2, 0.45802897), (3, 0.11550972), (4, 0.071053885)]",,
2766,"['TWITTER_HANDLE', 'design', 'teacher', 'concept', 'ideation', 'sketch', 'developing', 'idea', 'feel', 'paper', 'infinite', 'canvas', 'works', 'vector', 'format', 'artistic', 'illustrative', 'purpose', 'procreate', 'adobe', 'product', 'always', 'awesome']","[(0, 0.2860777), (1, 0.031697035), (2, 0.40952998), (3, 0.20916495), (4, 0.06353028)]",,
2767,"['stats', 'professor', 'canvas', 'syllabus', 'add', 'password', 'protect', 'password']","[(0, 0.22795698), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2768,"['biology', 'teacher', 'decide', 'goddamn', 'reason', 'canvas', 'conference', 'minutes', 'fucking', 'tire']","[(0, 0.25870302), (1, 0.124426596), (2, 0.37033516), (3, 0.09339507), (4, 0.15314017)]",,
2769,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'jesse', 'piece', 'enlighten', 'years', 'easy', 'knowing', 'instinct', 'right', 'choose', 'submit', 'papers', 'email', 'instead', 'platform', 'write', 'comparison', 'canvas', 'blackboard']","[(0, 0.14828166), (1, 0.026157714), (2, 0.33838204), (3, 0.34737748), (4, 0.13980108)]",,
2770,"['online', 'really', 'stress', 'learn', 'professor', 'canvas']","[(0, 0.17953794), (1, 0.031697117), (2, 0.5160678), (3, 0.10327923), (4, 0.1694179)]",,
2771,"['kodiak', 'learning', 'center', 'calculator', 'available', 'entire', 'spring', 'quarter', 'checkout', 'canvas', 'learn', 'springquarter2020', 'cascadiacollege', 'cascadiaonline', 'kodiaksonline']","[(0, 0.3199552), (1, 0.035450835), (2, 0.45802993), (3, 0.11550997), (4, 0.07105412)]",,
2772,"['professor', 'passing', 'please', 'canvas', 'april', 'click', 'assignment', 'april', 'assignment', 'right', 'making', 'complicate', 'sake']","[(0, 0.28607678), (1, 0.031697277), (2, 0.40953392), (3, 0.10327999), (4, 0.16941205)]",,
2773,"['district', 'canvas', 'coordinate', 'online', 'instruction', 'student', 'teacher']","[(0, 0.35489485), (1, 0.028662127), (2, 0.36985764), (3, 0.0933902), (4, 0.15319516)]",,
2774,"['canvas', 'learning', 'management', 'system', 'connect', 'digital', 'tool', 'resource', 'teacher', 'deliver', 'instruction', 'place', 'think', 'blank', 'canvas', 'teacher', 'building', 'lesson']","[(0, 0.5362079), (1, 0.020724988), (2, 0.33399826), (3, 0.067529246), (4, 0.041539636)]",,
2775,"['canvas', 'learning', 'management', 'system', 'connect', 'digital', 'tool', 'resource', 'teacher', 'deliver', 'instruction', 'place', 'think', 'blank', 'canvas', 'teacher', 'building', 'lesson']","[(0, 0.5362076), (1, 0.020724988), (2, 0.3339985), (3, 0.067529246), (4, 0.041539636)]",,
2776,"['teacher', 'receive', 'training', 'navigate', 'build', 'lesson', 'importantly', 'communicate', 'provide', 'feedback', 'student', 'within', 'canvas']","[(0, 0.39247304), (1, 0.031697035), (2, 0.40902072), (3, 0.103278875), (4, 0.0635303)]",,
2777,"['addition', 'learning', 'canvas', 'neshaminy', 'teacher', 'working', 'tirelessly', 'develop', 'standard', 'align', 'lesson', 'continue', 'neshaminy', 'curriculum', 'using', 'canvas', 'platform', 'result', 'integrate', 'engage', 'experience', 'student']","[(0, 0.45990345), (1, 0.08996216), (2, 0.34106153), (3, 0.06753263), (4, 0.04154019)]",,
2778,"['addition', 'learning', 'canvas', 'neshaminy', 'teacher', 'working', 'tirelessly', 'develop', 'standard', 'align', 'lesson', 'continue', 'neshaminy', 'curriculum', 'using', 'canvas', 'platform', 'result', 'integrate', 'engage', 'experience', 'student']","[(0, 0.45989966), (1, 0.08996218), (2, 0.34106535), (3, 0.06753263), (4, 0.041540194)]",,
2779,"['teacher', 'learn', 'canvas', 'important', 'student', 'parent', 'learn', 'canvas', 'accomplish', 'include', 'canvas', 'student', 'parent', 'orientation', 'training', 'course', 'family']","[(0, 0.38010246), (1, 0.024055585), (2, 0.46924672), (3, 0.078380674), (4, 0.048214573)]",,
2780,"['teacher', 'learn', 'canvas', 'important', 'student', 'parent', 'learn', 'canvas', 'accomplish', 'include', 'canvas', 'student', 'parent', 'orientation', 'training', 'course', 'family']","[(0, 0.38010284), (1, 0.024055585), (2, 0.46924633), (3, 0.078380674), (4, 0.048214573)]",,
2781,"['teacher', 'learn', 'canvas', 'important', 'student', 'parent', 'learn', 'canvas', 'accomplish', 'include', 'canvas', 'student', 'parent', 'orientation', 'training', 'course', 'family']","[(0, 0.38010314), (1, 0.024055585), (2, 0.46924603), (3, 0.078380674), (4, 0.048214573)]",,
2782,"['rococo', 'history', 'professor', 'tenure', 'across', 'street', 'george', 'clooney', 'planning', 'sabbatical', 'decide', 'europe', 'south', 'america', 'canvas', 'nudie', 'release', 'april']","[(0, 0.22795698), (1, 0.040213022), (2, 0.52020454), (3, 0.13102658), (4, 0.08059881)]",,
2783,"['check', 'newly', 'create', 'assignment', 'guide', 'student', 'image', 'create', 'teacher', 'canvas', 'assignment', 'student', 'guide', 'right', 'submit', 'assignment', 'android', 'device']","[(0, 0.45934832), (1, 0.024055727), (2, 0.3096476), (3, 0.07838131), (4, 0.12856704)]",,
2784,"['technical', 'difficulty', 'canvas', 'submit', 'university']","[(0, 0.227957), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2785,"['college', 'class', 'start', 'today', 'suppose', 'entirely', 'online', 'teacher', 'publish', 'anything', 'canvas', 'still', 'lecture', 'going', 'either', 'class']","[(0, 0.2586869), (1, 0.02866216), (2, 0.37031922), (3, 0.09339036), (4, 0.24894138)]",,
2786,"['supporting', 'university', 'customer', 'remotelearning', 'canvas', 'unlimited', 'university', 'launch', 'today', 'annual', 'license', '4,000', '40,000', 'canvas', 'every', 'student', 'faculty', 'member', 'need', 'edtech']","[(0, 0.35570332), (1, 0.02866294), (2, 0.4647885), (3, 0.093394086), (4, 0.057451136)]",,
2787,"['supporting', 'university', 'customer', 'remotelearning', 'canvas', 'unlimited', 'university', 'launch', 'today', 'annual', 'license', '4,000', '40,000', 'canvas', 'every', 'student', 'faculty', 'member', 'need', 'edtech']","[(0, 0.35570344), (1, 0.02866294), (2, 0.46478838), (3, 0.093394086), (4, 0.057451136)]",,
2788,"['dificuldade', 'professores', 'usarem', 'canvas', 'darem', 'aulas']","[(0, 0.22795705), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2789,"['canvas', 'glitched', 'delete', 'exam', 'scores', 'morning', 'professor', 'everyone']","[(0, 0.20096196), (1, 0.15387309), (2, 0.45860046), (3, 0.11551014), (4, 0.07105427)]",,
2790,"['biden', 'campaign', 'getting', 'anyone', 'younger', 'college', 'canvas']","[(0, 0.227957), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2791,"['biotech', 'current', 'score', 'panic', 'canvas', 'short', 'answer', 'professor', 'grade', 'hopefully']","[(0, 0.20080158), (1, 0.03545105), (2, 0.57718134), (3, 0.115511), (4, 0.07105509)]",,
2792,"['edmund', 'charles', 'tarbell', 'charles', 'glover', 'canvas', 'frame', 'american', 'university', 'museum', 'trustee', 'corcoran', 'gallery', 'museum', 'purchase', 'gallery', '2018.15.275']","[(0, 0.22795697), (1, 0.040213026), (2, 0.5202046), (3, 0.1310266), (4, 0.08059882)]",,
2793,"['professor', 'really', 'would', 'upload', 'recording', 'class', 'canvas', 'people', 'actual']","[(0, 0.20079975), (1, 0.03545086), (2, 0.57718503), (3, 0.11551009), (4, 0.07105423)]",,
2794,"['pace', 'course', 'host', 'canvas', 'virtual', 'learning', 'environment', 'student', 'university', 'wolverhampton', 'homelearning']","[(0, 0.39247292), (1, 0.031697076), (2, 0.40902057), (3, 0.10327904), (4, 0.06353045)]",,
2795,"['music', 'teacher', 'stay', 'connect', 'canvas', 'anything', 'share', 'singing', 'savagenation']","[(0, 0.3548799), (1, 0.124414325), (2, 0.36986417), (3, 0.09339235), (4, 0.057449315)]",,
2796,"['canvas', 'photo', 'scavenger', 'type', 'inside', 'outside', 'house', 'horizontal', 'vertical', 'diagonal', 'curve', 'photo', 'least', 'house', 'vertical', 'horizontal', 'curve', 'diagonal', 'artteacher']","[(0, 0.22795698), (1, 0.040213022), (2, 0.52020454), (3, 0.13102658), (4, 0.08059881)]",,
2797,"['TWITTER_HANDLE', 'exactly', 'still', 'school', 'teacher', 'post', 'video', 'canvas', 'could', 'speed', 'worst']","[(0, 0.29756752), (1, 0.10441856), (2, 0.3910567), (3, 0.15874197), (4, 0.04821527)]",,
2798,"['propose', 'pass', 'college', 'student', 'covid19', 'visit', 'canvas', 'regularly', 'update', 'tiaypi', 'fight', 'fight!']","[(0, 0.2860788), (1, 0.031697147), (2, 0.40953204), (3, 0.10327941), (4, 0.16941264)]",,
2799,"['TWITTER_HANDLE', 'professor', 'using', 'whole', 'canvas', 'painting', 'figure', 'right']","[(0, 0.23927556), (1, 0.028662337), (2, 0.38969928), (3, 0.18917271), (4, 0.15319015)]",,
2800,"['study', 'professor', 'fuck', 'canvas']","[(0, 0.22795701), (1, 0.040213026), (2, 0.52020454), (3, 0.1310266), (4, 0.08059882)]",,
2801,"['TWITTER_HANDLE', 'totally', 'agree', 'district', 'want', 'canvas', 'platform', 'teacher', 'expert', 'staff', 'provide', 'quick', 'training', 'weekly', 'q&amp;a', 'sessions', 'however', 'student', 'unfamiliar', 'platform']","[(0, 0.3548966), (1, 0.02866212), (2, 0.36985585), (3, 0.18913797), (4, 0.057447437)]",,
2802,"['check', 'school', 'email', 'canvas', 'google', 'classroom', 'teacher', 'webpage', 'doitnow', 'checkyouremaildaily', 'sahspatriots']","[(0, 0.35489562), (1, 0.12441016), (2, 0.36985624), (3, 0.09339035), (4, 0.057447605)]",,
