,response,distributions,probable_topic,topic_probability
18,"['using', 'vintage', 'planetarium', 'teach', 'tide', 'digital', 'learning', 'TWITTER_HANDLE', 'digitallearning', 'togetherinheart', 'spacescience', 'scienceteacher', 'weareib', 'microsoftteams', 'googleclassroom', 'natgeo']","[(1, 0.012496903), (2, 0.22949997), (3, 0.5448093), (4, 0.018372787), (6, 0.08971599), (8, 0.087477416)]",,
19,"['earn', 'digital', 'storytelling', 'microsoft', 'educator', 'center', 'TWITTER_HANDLE', 'teacher', 'attend', 'TWITTER_HANDLE', 'training', 'digitallearning', 'ccsdfam', 'dldays', 'TWITTER_HANDLE']","[(1, 0.2169249), (2, 0.50317216), (3, 0.20402086), (4, 0.021327168), (6, 0.017294737), (7, 0.010493335), (8, 0.01439239)]",,
20,"['display', 'front', 'postcard', 'space', 'TWITTER_HANDLE', 'student', 'create', 'postcard', 'write', 'persuade', 'reader', 'travel', 'togetherinheart', 'scienceteacher', 'digitallearning', 'natgeo', 'pearson', 'astronomy', 'space', 'microsoftteams']","[(1, 0.012493677), (2, 0.2282704), (3, 0.62284476), (4, 0.017953614), (6, 0.089715876), (8, 0.011094152)]",,
21,"['piano', 'teacher', 'become', 'digital', 'quickly', 'build', 'platform', 'manage', 'student', 'lesson', 'microsoftteams', 'team', 'digitallearning']","[(1, 0.019830717), (2, 0.50869143), (3, 0.2740041), (4, 0.12943451), (5, 0.010453955), (6, 0.02156947), (7, 0.013086958), (8, 0.017949814)]",,
22,"['beginning', 'inquiry', 'earth', 'interact', 'TWITTER_HANDLE', 'astronomy', 'spacescience', 'digitallearning', 'microsoftteams', 'googleclassroom', 'scienceteacher', 'togetherinheart']","[(1, 0.016216274), (2, 0.29937178), (3, 0.60489684), (4, 0.024960509), (6, 0.017294725), (7, 0.010493279), (8, 0.014392182)]",,
23,"['microsoft', 'team', 'science', 'class', 'receive', 'email', 'school', 'account', 'please', 'regularly', 'access', 'team', 'engage', 'teacher', 'please', 'inform', 'school', 'access', 'team', 'digitallearning']","[(0, 0.18193272), (1, 0.014467011), (2, 0.6421871), (4, 0.019402534), (6, 0.015735472), (7, 0.10172141), (8, 0.013094739)]",,
24,"['warm', 'little', 'teacher', 'heart', 'scholar', 'ahead', 'complete', 'extra', 'could', 'assign', 'team4thgrade', 'TWITTER_HANDLE', 'distanceteaching', 'digitallearning', 'microsoftteams', 'wednesdaymotivation', 'stayhomesavelives']","[(1, 0.022998646), (2, 0.5786052), (3, 0.15753748), (4, 0.16322495), (5, 0.011928084), (6, 0.024611015), (7, 0.014932528), (8, 0.020480946)]",,
25,"['TWITTER_HANDLE', 'giving', 'today', 'microsoft', 'form', 'teacher', 'already', 'sign', 'sign', 'already', 'email', 'nibrahim@yonkerspublicschools.org', 'digitallearning', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.32368204), (2, 0.496545), (3, 0.10389072), (4, 0.021327265), (6, 0.017294737), (7, 0.010493458), (8, 0.014392393)]",,
26,"['s4-s6', 'coming', 'school', 'feeling', 'complete', 'coursework', 'teacher', 'online', 'digitallearning', 'microsoftteams']","[(1, 0.02634154), (2, 0.51086193), (3, 0.1816757), (4, 0.19074257), (5, 0.013886198), (6, 0.028651167), (7, 0.017383857), (8, 0.02384326)]",,
27,"['classroom', 'empty', 'school', 'quiet', 'learning', 'continue', 'teachersareheroes', 'microsoftedu', 'digitalteaching', 'digitallearning']","[(1, 0.026388459), (2, 0.34850198), (3, 0.1711381), (4, 0.19943382), (5, 0.013886198), (6, 0.028651137), (7, 0.017383888), (8, 0.18800265)]",,
28,"['world', 'language', 'teacher', 'microsoft', 'team', 'bettertogether', 'digitallearning', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.017949631), (2, 0.782157), (3, 0.11566706), (4, 0.02367077), (6, 0.019197006), (7, 0.011647648), (8, 0.01597536)]",,
29,"['learner', 'digital', 'learning', 'resource', 'share', 'microsoft', 'team', 'please', 'teacher', 'access', 'correct', 'digitallearning', 'aimingforsuccess']","[(1, 0.017649505), (2, 0.5632489), (3, 0.22465898), (4, 0.02367289), (6, 0.01919701), (7, 0.011647513), (8, 0.12618974)]",,
30,"['senior', 'class', 'microsoft', 'team', 'class', 'teacher', 'share', 'digitallearning', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.014714898), (2, 0.6412049), (3, 0.08860689), (4, 0.019402545), (6, 0.015735473), (7, 0.19598179), (8, 0.013094742)]",,
31,"['microsoftteams', 'offer', 'range', 'office', 'tool', 'integrate', 'place', 'bringing', 'together', 'conversation', 'content', 'enhance', 'collaboration', 'group', 'learner', 'teacher', 'teacher', 'already', 'subject', 'team', 'setup', 'study', 'material', 'digitallearning']","[(1, 0.019830719), (2, 0.63156116), (3, 0.13672094), (4, 0.14384761), (5, 0.010453955), (6, 0.02156948), (7, 0.013087099), (8, 0.01795)]",,
32,"['give', 'lemon', 'sitting', 'ready', 'coach', 'prefer', 'times', 'microsoft', 'team', 'digitallearning', 'teacher', 'TWITTER_HANDLE']","[(1, 0.020045957), (2, 0.75582266), (3, 0.129495), (4, 0.02659711), (5, 0.010453956), (6, 0.021569466), (7, 0.013087122), (8, 0.017949702)]",,
33,"['microsoft', 'team', 'quick', 'reminder', 'student', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'please', 'continue', 'classroom', 'microsoft', 'team', 'TWITTER_HANDLE', 'access', 'course', 'material', 'online', 'mstynan', 'digitallearning', 'studyskills', 'revision', 'lookingoutforyou']","[(1, 0.12462445), (2, 0.64256614), (3, 0.086782016), (4, 0.01779418), (5, 0.08969767), (6, 0.014434111), (8, 0.012011659)]",,
34,"['microsoft', 'team', 'quick', 'reminder', 'student', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'please', 'continue', 'classroom', 'microsoft', 'team', 'TWITTER_HANDLE', 'access', 'course', 'material', 'online', 'mstynan', 'digitallearning', 'studyskills', 'revision', 'lookingoutforyou']","[(1, 0.1246011), (2, 0.64258945), (3, 0.08678208), (4, 0.01779418), (5, 0.08969768), (6, 0.014434111), (8, 0.012011659)]",,
35,"['delight', 'accept', 'member', 'wakelet', 'community', 'wakeletwave', 'digitallearning', 'mieexpert', 'microsoftedu', 'teammieescotland', 'busedteachersscot', 'busedatbreadalbane']","[(1, 0.031571116), (2, 0.41694823), (3, 0.20474967), (4, 0.23860297), (5, 0.016613467), (6, 0.03427826), (7, 0.020798106), (8, 0.028525395)]",,
36,"['super', 'special', 'effects', 'broadcast', 'TWITTER_HANDLE', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher', 'teacherstrong']","[(0, 0.38843724), (2, 0.12868303), (3, 0.4003601), (4, 0.010035105), (6, 0.05085812)]",,
37,"['talented', 'reporting', 'digital', 'learning', 'TWITTER_HANDLE', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher', 'teacherstrong']","[(0, 0.48646787), (2, 0.13025008), (3, 0.30032206), (4, 0.0104727), (8, 0.049594667)]",,
38,"['costume', 'change', 'reporting', 'digital', 'learning', 'TWITTER_HANDLE', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher']","[(0, 0.48646957), (2, 0.13025033), (3, 0.3003147), (4, 0.010478155), (8, 0.04959465)]",,
39,"['reporting', 'digital', 'learning', 'TWITTER_HANDLE', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher', 'teacherstrong']","[(0, 0.46092242), (2, 0.13611098), (3, 0.31620187), (4, 0.01099634), (8, 0.051839568)]",,
40,"['reporting', 'digital', 'learning', 'TWITTER_HANDLE', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher', 'teacherstrong']","[(0, 0.46092212), (2, 0.13611092), (3, 0.3162039), (4, 0.01099473), (8, 0.05183957)]",,
41,"['reporting', 'digital', 'learning', '\u2066@shmslouisville\u2069', 'feature', 'space', 'probe', 'space', 'digitallearning', 'togetherinheart', 'astronomy', 'natgeo', 'science', 'spaceprobes', 'universe', 'discovery', 'microsoftteams', 'scienceteacher', 'teacherstrong']","[(0, 0.4577842), (2, 0.09609713), (3, 0.35979617), (4, 0.010696812), (8, 0.051839437)]",,
42,"['learn', 'install', 'xampp', 'server', 'windows', 'interest', 'tutorial', 'check', 'course', 'webdev', 'microsoft', 'windows', 'edurekasocialuniversity', 'wednesdaywisdom', 'digitallearning']","[(2, 0.1726191), (3, 0.057631996), (4, 0.011892855), (5, 0.66795254), (8, 0.063306734)]",,
43,"['using', 'microsoft', 'team', 'digital', 'learning', 'anyone', 'teacher']","[(1, 0.017649505), (2, 0.5632455), (3, 0.11466733), (4, 0.02367289), (6, 0.12919158), (7, 0.0116474265), (8, 0.12619005)]",,
44,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'morning', '......', 'quick', 'query', 'ffbsunday', 'ffbwednesday', 'yesterday', 'feel', 'today', 'almost', 'teacher8oclockclub', 'digital', 'learning', 'adviser', 'class', 'base', 'group', 'school', 'mieexpert', 'microsofteduk']","[(1, 0.20908849), (2, 0.31945536), (3, 0.12965764), (4, 0.026590534), (5, 0.010453955), (6, 0.021569453), (7, 0.13667154), (8, 0.14153396)]",,
45,"['fabulous', 'TWITTER_HANDLE', 'spacescience', 'scienceteacher', 'natgeo', 'togetherinheart', 'poetry', 'microsoftteams', 'seesaw', 'digitallearning', 'space']","[(0, 0.10190854), (1, 0.011606803), (2, 0.2113953), (3, 0.6223519), (4, 0.016527615), (6, 0.012385502), (8, 0.010306864)]",,
46,"['teacher', 'create', 'video', 'class', 'upload', 'video', 'team', 'using', 'youtube', 'sending', 'something', 'microsoft', 'steam', 'block', 'weary', 'using', 'youtube', 'edutwitter', 'microsoftedu', 'digitallearning']","[(2, 0.22155222), (4, 0.05290319), (6, 0.2240981), (7, 0.4809466)]",,
47,"['teacher', 'create', 'video', 'class', 'upload', 'video', 'team', 'using', 'youtube', 'sending', 'something', 'microsoft', 'steam', 'block', 'weary', 'using', 'youtube', 'edutwitter', 'microsoftedu', 'digitallearning']","[(2, 0.22155222), (4, 0.05290319), (6, 0.2240981), (7, 0.4809466)]",,
48,"['although', 'little', 'different', 'seven', 'zlata', 'happily', 'learning', 'ukraine', 'first', 'student', 'benefit', 'global', 'digital', 'learning', 'platform', 'learning', 'passport', 'develop', 'unicef', 'microsoft', 'university', 'cambridge']","[(1, 0.019830711), (2, 0.38594761), (3, 0.12883833), (4, 0.026590534), (5, 0.010453955), (6, 0.021569453), (7, 0.01308687), (8, 0.38870353)]",,
49,"['jesus', 'trust', 'divinemercysunday', 'divinemercy', 'togetherinheart', 'religionteacher', 'digitallearning', 'microsoftteams']","[(1, 0.026341531), (2, 0.34850198), (3, 0.364291), (4, 0.170488), (5, 0.013886198), (6, 0.028651137), (7, 0.017383669), (8, 0.023842666)]",,
50,"['TWITTER_HANDLE', 'microsoft', 'surface', 'would', 'specifically', 'could', 'first', 'laptop', 'digital', 'learning', 'every', 'student', 'university']","[(1, 0.022993818), (2, 0.5798513), (3, 0.14817029), (4, 0.030340105), (5, 0.011928084), (6, 0.024610994), (7, 0.014932271), (8, 0.1614919)]",,
51,"['microsoft', 'team', 'education', 'video', 'address', 'question', 'teacher', 'edtech', 'mutestudents', 'classmanagement', 'setting', 'digitallearning']","[(1, 0.019830715), (2, 0.633105), (3, 0.12883785), (4, 0.026598511), (5, 0.010453955), (6, 0.14515804), (7, 0.013087122), (8, 0.017949745)]",,
52,"['phase', 'special', 'student', 'digital', 'learning', 'using', 'oreo', 'present', 'seesaw', '\u2066@shmslouisville\u2069', 'microsoftteams', 'togetherinheart', 'spacescience', 'natgeo', 'scienceteacher', 'weareib']","[(1, 0.011387091), (2, 0.15065274), (3, 0.6404577), (4, 0.016507212), (6, 0.08334932), (8, 0.08126924)]",,
53,"['check', 'phase', 'student', 'using', 'oreo', 'project', 'today', 'TWITTER_HANDLE', 'seasaw', 'microsoftteams', 'scienceteacher', 'spacescience', 'moonphases', 'digitallearning', 'togetherinheart', 'space', 'natgeo']","[(1, 0.012496907), (2, 0.22950172), (3, 0.54476106), (4, 0.018417714), (5, 0.15884458), (6, 0.0137177175), (8, 0.011094153)]",,
54,"['world', 'phase', 'significant', 'event', 'student', 'TWITTER_HANDLE', 'digitallearning', 'space', 'spacescience', 'scienceteacher', 'togetherinheart', 'natgeo', 'apollo11', 'seesaw', 'microsoftteams']","[(1, 0.013527212), (2, 0.24714963), (3, 0.67432755), (4, 0.019464485), (6, 0.014434111), (8, 0.012011659)]",,
55,"['world', 'discover', 'phase', 'significant', 'event', 'TWITTER_HANDLE', 'digitallearning', 'space', 'spacescience', 'scienceteacher', 'togetherinheart', 'natgeo', 'apollo11', 'seesaw', 'microsoftteams']","[(1, 0.013527089), (2, 0.24714975), (3, 0.6743288), (4, 0.01946326), (6, 0.014434111), (8, 0.012011659)]",,
56,"['using', 'seesaw', 'digital', 'learning', 'constellation', 'research', '\u2066@shmslouisville\u2069', 'togetherinheart', 'digitallearning', 'scienceteacher', 'natgeo', 'seesaw', 'constellation', 'weareib', 'spacescience', 'space', 'exploration', 'microsoftteams']","[(2, 0.13192837), (3, 0.6854558), (4, 0.014144857), (6, 0.07298992), (8, 0.07116803)]",,
57,"['using', 'seesaw', 'digital', 'learning', 'constellation', 'research', '\u2066@shmslouisville\u2069', 'togetherinheart', 'digitallearning', 'scienceteacher', 'natgeo', 'seesaw', 'constellation', 'weareib', 'spacescience', 'space', 'exploration', 'microsoftteams']","[(2, 0.13192835), (3, 0.6854542), (4, 0.0141464155), (6, 0.07298991), (8, 0.07116802)]",,
58,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'thanks', 'given', 'gates', 'suppress', 'research', 'early', 'digital', 'learning', 'concern', 'impact', 'brain', 'investigation', 'microsoftening', 'education', 'warrant', 'TWITTER_HANDLE', 'follow', 'money', 'teacher']","[(1, 0.5005708), (2, 0.28426787), (3, 0.08005944), (4, 0.016442012), (6, 0.013331577), (8, 0.08770088)]",,
59,"['student', 'examine', 'angle', 'earth', 'spring', '\u2066@shmslouisville\u2069', 'digital', 'learning', 'spacescience', 'scienceteacher', 'distancelearning', 'togetherinheart', 'microsoftteams', 'pearsoninteractivescience']","[(1, 0.015900576), (2, 0.21036674), (3, 0.59499335), (4, 0.025094077), (6, 0.017294725), (7, 0.010493258), (8, 0.113482766)]",,
60,"['student', 'choose', 'constellation', 'research', 'share', 'peers@shmslouisville', 'digitallearning', 'togetherinheart', 'spacescience', 'scienceteacher', 'weareib', 'microsoftteams', 'googleclassroom', 'natgeo', 'seesaw']","[(1, 0.015900576), (2, 0.21036674), (3, 0.6951776), (4, 0.02400045), (6, 0.017294725), (7, 0.010493277), (8, 0.014392182)]",,
61,"['using', 'vintage', 'planetarium', 'teach', 'tide', 'digital', 'learning', 'TWITTER_HANDLE', 'digitallearning', 'togetherinheart', 'spacescience', 'scienceteacher', 'weareib', 'microsoftteams', 'googleclassroom', 'natgeo']","[(1, 0.012496903), (2, 0.22949992), (3, 0.5448106), (4, 0.018371569), (6, 0.089715995), (8, 0.087477416)]",,
62,"['earn', 'digital', 'storytelling', 'microsoft', 'educator', 'center', 'TWITTER_HANDLE', 'teacher', 'attend', 'TWITTER_HANDLE', 'training', 'digitallearning', 'ccsdfam', 'dldays', 'TWITTER_HANDLE']","[(1, 0.21697366), (2, 0.5031239), (3, 0.20402035), (4, 0.02132717), (6, 0.017294737), (7, 0.010493335), (8, 0.01439239)]",,
63,"['display', 'front', 'postcard', 'space', 'TWITTER_HANDLE', 'student', 'create', 'postcard', 'write', 'persuade', 'reader', 'travel', 'togetherinheart', 'scienceteacher', 'digitallearning', 'natgeo', 'pearson', 'astronomy', 'space', 'microsoftteams']","[(1, 0.012493664), (2, 0.2282711), (3, 0.62283045), (4, 0.017967265), (6, 0.08971588), (8, 0.011094153)]",,
64,"['piano', 'teacher', 'become', 'digital', 'quickly', 'build', 'platform', 'manage', 'student', 'lesson', 'microsoftteams', 'team', 'digitallearning']","[(1, 0.019830717), (2, 0.5086899), (3, 0.27396134), (4, 0.12947878), (5, 0.010453955), (6, 0.02156947), (7, 0.013086958), (8, 0.017949814)]",,
65,"['beginning', 'inquiry', 'earth', 'interact', 'TWITTER_HANDLE', 'astronomy', 'spacescience', 'digitallearning', 'microsoftteams', 'googleclassroom', 'scienceteacher', 'togetherinheart']","[(1, 0.016216274), (2, 0.29937178), (3, 0.60489726), (4, 0.024960076), (6, 0.017294725), (7, 0.010493279), (8, 0.014392182)]",,
66,"['kind', 'teacher', 'digital', 'learning', 'resource', 'using', 'utilize', 'googleclassroom', 'microsoft', 'team', 'student', 'interaction', 'thinking', 'cards', 'thought']","[(1, 0.017649505), (2, 0.5632455), (3, 0.11466733), (4, 0.02367289), (6, 0.12919158), (7, 0.0116474265), (8, 0.12619005)]",,
67,"['making', 'transition', 'digital', 'learning', 'seamless', 'microsoft', 'jacaranda', 'college', 'gauteng', 'lizelle', 'cambell', 'wilson', 'southafrica', 'microsoftedu', 'team', 'office365', 'msftadvocate']","[(1, 0.019870395), (2, 0.50953233), (3, 0.12883851), (4, 0.15013541), (5, 0.010453955), (6, 0.021569453), (7, 0.01308687), (8, 0.14153402)]",,
68,"['making', 'transition', 'digital', 'learning', 'seamless', 'microsoft', 'jacaranda', 'college', 'gauteng', 'lizelle', 'cambell', 'wilson', 'southafrica', 'microsoftedu', 'team', 'office365', 'msftadvocate']","[(1, 0.019872403), (2, 0.50953233), (3, 0.12883851), (4, 0.15013342), (5, 0.010453955), (6, 0.021569453), (7, 0.01308687), (8, 0.14153402)]",,
69,"['earn', 'onenote', 'class', 'notebook', 'teacher', 'notebook', 'student', 'microsoft', 'educator', 'center', 'helpful', 'first', 'digital', 'learning', 'experience', 'TWITTER_HANDLE']","[(1, 0.017865494), (2, 0.5623207), (3, 0.11537894), (4, 0.023672903), (6, 0.019197008), (7, 0.12163887), (8, 0.12619051)]",,
70,"['microsoft', 'team', 'science', 'class', 'receive', 'email', 'school', 'account', 'please', 'regularly', 'access', 'team', 'engage', 'teacher', 'please', 'inform', 'school', 'access', 'team', 'digitallearning']","[(0, 0.18193221), (1, 0.014467011), (2, 0.6421871), (4, 0.019402534), (6, 0.015735472), (7, 0.101721905), (8, 0.013094739)]",,
71,"['warm', 'little', 'teacher', 'heart', 'scholar', 'ahead', 'complete', 'extra', 'could', 'assign', 'team4thgrade', 'TWITTER_HANDLE', 'distanceteaching', 'digitallearning', 'microsoftteams', 'wednesdaymotivation', 'stayhomesavelives']","[(1, 0.023001721), (2, 0.57860196), (3, 0.15753753), (4, 0.163225), (5, 0.011928084), (6, 0.024611015), (7, 0.014932528), (8, 0.020480946)]",,
72,"['digital', 'learning', 'wakeletwave', 'kahoot', 'team', 'form', 'flipgrid.@microsoftedu', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.59443474), (2, 0.23070946), (3, 0.0651277), (4, 0.013370963), (6, 0.01084613), (8, 0.07116987)]",,
73,"['multiple', 'TWITTER_HANDLE', 'sessions', 'help', 'couple', 'friend', 'TWITTER_HANDLE', 'kick', 'digital', 'learning', 'proud', 'teacher', 'student', 'mieexpert', 'microsoftedu', 'TWITTER_HANDLE']","[(1, 0.36657038), (2, 0.3518897), (3, 0.10372383), (4, 0.023865186), (6, 0.01729474), (7, 0.010493258), (8, 0.11378847)]",,
74,"['TWITTER_HANDLE', 'great', 'student', 'teacher', 'getting', 'onboard', 'digital', 'learning', 'supporting', 'google', 'microsoft', 'platform', 'learning', 'along', 'future', 'hold', 'remotelearning']","[(1, 0.017865825), (2, 0.5620086), (3, 0.11537933), (4, 0.02367289), (6, 0.01919701), (7, 0.0116474265), (8, 0.23649338)]",,
75,"['TWITTER_HANDLE', 'teaching', 'teacher', 'microsoft', 'team', 'enhance', 'digital', 'learning']","[(1, 0.01784087), (2, 0.67250454), (3, 0.1152523), (4, 0.023671644), (6, 0.019197008), (7, 0.0116474265), (8, 0.1261507)]",,
76,"['TWITTER_HANDLE', 'giving', 'today', 'microsoft', 'form', 'teacher', 'already', 'sign', 'sign', 'already', 'email', 'nibrahim@yonkerspublicschools.org', 'digitallearning', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.32371274), (2, 0.4965144), (3, 0.103890605), (4, 0.021327266), (6, 0.017294737), (7, 0.010493458), (8, 0.014392393)]",,
