,response,distributions,probable_topic,topic_probability
176,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'seesaw', 'worse-', 'teacher', 'coherent', 'manner', 'however-', 'something', 'zoom-', 'actual', 'interaction-', 'crucial', 'issue', 'school', 'hodgepodge', 'different', 'responses-', 'different', 'teacher', 'different', 'things']","[(0, 0.021585563), (1, 0.029642107), (2, 0.015646575), (3, 0.025060877), (4, 0.01568271), (5, 0.025305668), (6, 0.8670765)]",,
177,"['veranstaltungen', 'konferenzen', 'ehrlich', 'lieber', 'einfache', 'folien', 'audiokommentar', 'keinen', 'wirklichen', 'machen', 'zoomuniversity']","[(0, 0.599773), (1, 0.07750212), (2, 0.04113877), (3, 0.06582782), (4, 0.041233934), (5, 0.06642124), (6, 0.10810314)]",,
178,"['lonely', 'number', 'zoommeeting', 'teacher', 'student', 'teacher', 'practice', 'selfie', 'face', 'course', 'weareclintisd', 'distancelearning', 'onlinelearning', 'virtuallearning']","[(0, 0.015275608), (1, 0.27175075), (2, 0.011072385), (3, 0.20048389), (4, 0.011098008), (5, 0.4610148), (6, 0.029304508)]",,
179,"['student', 'university', 'tokyo', 'looking', 'someone', 'study', 'interest', 'hesitate', 'reply', 'study', 'inside', 'stayhome', 'studytogether', 'on_zoom']","[(0, 0.03677374), (1, 0.40032), (2, 0.026660003), (3, 0.39639166), (4, 0.026721675), (5, 0.04304439), (6, 0.07008856)]",,
180,"['favorite', 'privacy', 'headline', 'dancing', 'teacher', 'uninvited', 'lesson', 'zoombombing', 'cybersecurity']","[(0, 0.056754876), (1, 0.6186714), (2, 0.041139044), (3, 0.06589015), (4, 0.04123401), (5, 0.06653314), (6, 0.109777376)]",,
181,"['absent', 'recently', 'want', 'everybody', 'final', 'picture', 'president', 'blake', 'zoom', 'everybody', 'summer', 'final', 'uahuntsville', 'college', 'beach', 'president', 'uahesports']","[(0, 0.036778804), (1, 0.050192777), (2, 0.026660243), (3, 0.04271057), (4, 0.3834198), (5, 0.04309105), (6, 0.41714674)]",,
182,"['military', 'support', 'services', 'ready', 'introduce', 'zoomtuesdays', 'email', 'session', 'tuesday', 'gospc', 'militarysupportservices', 'sparkeduniversity']","[(0, 0.05674517), (1, 0.6205321), (2, 0.041138772), (3, 0.0658163), (4, 0.04123394), (5, 0.066425815), (6, 0.10810789)]",,
183,"['teacher', 'parent', 'thanks', 'sharing', 'TWITTER_HANDLE', 'thanks', 'common', 'sense', 'medium', 'putting', 'together', 'zoomsecurity', 'zoommeetings', 'teacher', 'edtech']","[(0, 0.02158402), (1, 0.02955657), (2, 0.015646547), (3, 0.025053732), (4, 0.015682736), (5, 0.84869975), (6, 0.04377663)]",,
184,"['teacher', 'parent', 'thanks', 'sharing', 'TWITTER_HANDLE', 'thanks', 'common', 'sense', 'medium', 'putting', 'together', 'zoomsecurity', 'zoommeetings', 'teacher', 'edtech']","[(0, 0.021584023), (1, 0.029556578), (2, 0.015646549), (3, 0.025053738), (4, 0.015682738), (5, 0.84869504), (6, 0.0437814)]",,
185,"['TWITTER_HANDLE', 'suppose', 'TWITTER_HANDLE', 'october', 'loose', 'zoom', 'mention', 'teaching', 'inform', 'payroll', 'teacher']","[(0, 0.021584429), (1, 0.029546667), (2, 0.015646553), (3, 0.025054166), (4, 0.015682697), (5, 0.025288865), (6, 0.8671966)]",,
186,"['click', 'participant', 'bottom', 'black', 'ribbon', 'click', 'right', 'screen', 'click', 'appear', 'profile', 'click', 'disappear', 'cloviscommunitycollege', 'zoomtips']","[(0, 0.12419321), (1, 0.16951215), (2, 0.09003684), (3, 0.14404638), (4, 0.09024512), (5, 0.14537038), (6, 0.23659588)]",,
187,"['take', 'posting', 'picture', 'message', 'behind', 'sessions', 'today', 'poster', 'celebrate', 'student', 'finalist', 'essay', 'competition', 'small', 'things', 'spirits', 'grind', 'historyteacher', 'zoomschool']","[(0, 0.027200531), (1, 0.03712621), (2, 0.27985975), (3, 0.29208755), (4, 0.28004253), (5, 0.0318542), (6, 0.051829215)]",,
188,"['enjoy', 'event', 'binge', 'contents', 'attending', 'university', 'challenge', 'acquire', 'knowledge', 'joining', 'first', 'kazoom', 'kahoot', 'update']","[(0, 0.036773738), (1, 0.4088523), (2, 0.026660003), (3, 0.042653013), (4, 0.37194028), (5, 0.04304432), (6, 0.07007635)]",,
189,"['hello', 'teacher', 'write', 'article', 'explain', 'board', 'game', 'class', 'useful', 'board', 'zoomlessons', 'eslresources', 'eslteacher', 'teachenglishonline', 'eslresources']","[(0, 0.056754876), (1, 0.618662), (2, 0.041139044), (3, 0.06589017), (4, 0.041234005), (5, 0.06653298), (6, 0.10978693)]",,
190,"['celebrate', 'national', 'superhero', 'ironman', 'captain', 'america', 'spider', 'batman', 'appercances', 'talk', 'superheros', 'right', 'essential', 'worker', 'teacher', 'parent', 'olathezooms', 'nationalsuperheroday', 'myolatheschools']","[(0, 0.05675488), (1, 0.618653), (2, 0.041139044), (3, 0.06589019), (4, 0.04123401), (5, 0.066532865), (6, 0.109796)]",,
191,"['fucking', 'flash', 'teacher', 'going', 'student', 'irritable', 'frustrate', 'fucking', 'zoom.why', 'video', 'remotelearning', 'momlife', 'parent']","[(0, 0.027202297), (1, 0.44532764), (2, 0.019719796), (3, 0.40383837), (4, 0.019765303), (5, 0.0318589), (6, 0.05228766)]",,
192,"['teacher', 'think', 'hella', 'space', 'background', 'zoomclass']","[(0, 0.027232138), (1, 0.8176966), (2, 0.019719709), (3, 0.031605385), (4, 0.0197653), (5, 0.031965144), (6, 0.05201577)]",,
193,"['picture', 'kiddo', 'class', 'close', 'thankful', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'teacher', 'keeping', 'stayhomeohio', 'hillmancountrylife', 'falconpride', 'gmspride', 'zoomclasses', 'onlinelearning', 'school2020', 'weareinthistogether']","[(0, 0.021584468), (1, 0.029580401), (2, 0.015646547), (3, 0.025053423), (4, 0.25231797), (5, 0.025307361), (6, 0.6305098)]",,
194,"['freak', 'teacher', 'zoomclasscodes', 'zoomcode', 'zoomraid']","[(0, 0.056754876), (1, 0.61866444), (2, 0.041139044), (3, 0.065890186), (4, 0.041234005), (5, 0.06653453), (6, 0.109782904)]",,
195,"['freak', 'teacher', 'zoomclasscodes', 'zoomcode', 'zoomraid']","[(0, 0.056754887), (1, 0.6186554), (2, 0.041139044), (3, 0.06589024), (4, 0.04123401), (5, 0.066536374), (6, 0.10979002)]",,
196,"['freak', 'teacher', 'zoomclasscodes', 'zoomcode', 'zoomraid']","[(0, 0.056754876), (1, 0.61867183), (2, 0.041139044), (3, 0.065890156), (4, 0.04123401), (5, 0.06653353), (6, 0.109776564)]",,
197,"['love', 'whenever', 'class', 'anyone', 'zoomclass', 'collegeinquarantine']","[(0, 0.03677375), (1, 0.4021144), (2, 0.026660023), (3, 0.04265232), (4, 0.3786419), (5, 0.043101136), (6, 0.07005648)]",,
198,"['speach', 'therapy', 'teacher', 'favorite', 'favorite', 'teacher', 'beyond', 'teachersrock', 'zoommeeting', 'speachtherapy', 'cysticfibrosis', 'heslearning', 'daysoftheweek', 'teacherstrong']","[(0, 0.027204722), (1, 0.8176544), (2, 0.01971974), (3, 0.03156715), (4, 0.019765334), (5, 0.031866852), (6, 0.052221853)]",,
199,"['TWITTER_HANDLE', 'school', 'close', 'teacher', 'would', 'zoom', 'drug', 'anymore', 'week', 'later', 'friend', 'game', 'drink']","[(0, 0.021586927), (1, 0.029578418), (2, 0.01564658), (3, 0.025060637), (4, 0.24217631), (5, 0.02529564), (6, 0.6406555)]",,
200,"['mathclass', 'groupme', 'talking', 'random', 'stuff', 'make', 'better', 'professor', 'know', 'would', 'zoomclass', 'worst', 'student']","[(0, 0.021582117), (1, 0.23585725), (2, 0.21997036), (3, 0.4405267), (4, 0.015682664), (5, 0.025262272), (6, 0.041118678)]",,
201,"['biochem', 'professor', 'proctor', 'final', 'feel', 'weird', 'zoom', 'camera', 'casually', 'glance', 'taking', 'scenario']","[(0, 0.056752946), (1, 0.07745194), (2, 0.041139144), (3, 0.06590421), (4, 0.04123395), (5, 0.06646019), (6, 0.65105766)]",,
202,"['indeed', 'zoomer', 'teacher', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'onlineclasses']","[(0, 0.017888503), (1, 0.024472736), (2, 0.012967925), (3, 0.020758513), (4, 0.012997917), (5, 0.020956146), (6, 0.8899582)]",,
203,"['mute', 'zoomuniversity', 'zoombeautyschool']","[(0, 0.5997694), (1, 0.07750543), (2, 0.04113877), (3, 0.065828055), (4, 0.041233934), (5, 0.06642125), (6, 0.10810315)]",,
204,"['mute', 'zoomuniversity', 'zoombeautyschool']","[(0, 0.599774), (1, 0.07750121), (2, 0.04113877), (3, 0.06582773), (4, 0.041233934), (5, 0.06642125), (6, 0.10810315)]",,
205,"['wait', 'maths', 'class', 'maths', 'teacher', 'cooke', 'topic', 'cooke', 'maths', 'class', 'period', 'meeting', 'meeting', 'password', '3fyeju', 'zoomraid', 'zoomcodes', 'zoomclasscodes']","[(0, 0.80704576), (1, 0.037386976), (2, 0.019719802), (3, 0.031583473), (4, 0.019765338), (5, 0.031891823), (6, 0.052606847)]",,
206,"['wait', 'maths', 'class', 'maths', 'teacher', 'cooke', 'topic', 'cooke', 'maths', 'class', 'period', 'meeting', 'meeting', 'password', '3fyeju', 'zoomraid', 'zoomcodes', 'zoomclasscodes']","[(0, 0.80702275), (1, 0.037409168), (2, 0.019719802), (3, 0.031583488), (4, 0.019765336), (5, 0.031891517), (6, 0.05260796)]",,
207,"['wait', 'maths', 'class', 'maths', 'teacher', 'cooke', 'topic', 'cooke', 'maths', 'class', 'period', 'meeting', 'meeting', 'password', '3fyeju', 'zoomraid', 'zoomcodes', 'zoomclasscodes']","[(0, 0.8070562), (1, 0.037381623), (2, 0.019719802), (3, 0.031583447), (4, 0.019765336), (5, 0.031891238), (6, 0.052602377)]",,
208,"['delight', 'share', 'aurouniversity', 'organise', 'webinar', 'topic', 'gandhi', 'modernity', 'covid-19', 'tuesday', 'onwards', 'register', 'goysdmu3kq', 'catch', 'session', 'zoom:-']","[(0, 0.056745168), (1, 0.62053216), (2, 0.04113877), (3, 0.0658163), (4, 0.041233934), (5, 0.06642581), (6, 0.10810788)]",,
209,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'music', 'teaching', 'cello', 'teaching', 'family', 'instrument', 'create', 'video', 'resource', 'september', 'teacher', 'youtube', 'spending', 'quiz', 'zoom', 'friend', 'TWITTER_HANDLE']","[(1, 0.013169636), (3, 0.011183183), (5, 0.011287251), (6, 0.94073135)]",,
210,"['university', 'organise', 'webinar', 'topic', 'getting', 'ready', 'knowledge', 'friday', 'onwards', 'register', 'here:-', 'catch', 'session', 'zoom:-https://t.co/6tubqg9itm']","[(0, 0.036773738), (1, 0.75408137), (2, 0.026659999), (3, 0.042652477), (4, 0.026721671), (5, 0.04304555), (6, 0.07006522)]",,
211,"['TWITTER_HANDLE', 'たまごさん', '来週zoom会議で初めてホスト役をするので勉強になります']","[(0, 0.05674517), (1, 0.0774519), (2, 0.04113883), (3, 0.065832034), (4, 0.04123408), (5, 0.06644565), (6, 0.6511524)]",,
212,"['professor', 'sense', 'class', 'camera', 'professor', 'overheardcurrycollege', 'zoomuniversity']","[(0, 0.59977216), (1, 0.077503026), (2, 0.041138772), (3, 0.065827705), (4, 0.04123394), (5, 0.066421255), (6, 0.108103156)]",,
213,"['zoomba’-', 'try', 'introduce', 'activity', 'within', 'session', 'sentence', 'teacher', 'realize', 'zoomba', 'mistake', 'watching', 'student', 'head', 'session', 'deathbyzoom', 'zoomba']","[(0, 0.021582982), (1, 0.61861926), (2, 0.015646493), (3, 0.26193172), (4, 0.01568267), (5, 0.025273118), (6, 0.041263785)]",,
214,"['zoomba’-', 'try', 'introduce', 'activity', 'within', 'session', 'sentence', 'teacher', 'realize', 'zoomba', 'mistake', 'watching', 'student', 'head', 'session', 'deathbyzoom', 'zoomba']","[(0, 0.021582982), (1, 0.6186044), (2, 0.015646493), (3, 0.26194653), (4, 0.01568267), (5, 0.02527312), (6, 0.04126379)]",,
215,"['zoomba’-', 'try', 'introduce', 'activity', 'within', 'session', 'sentence', 'teacher', 'realize', 'zoomba', 'mistake', 'watching', 'student', 'head', 'session', 'deathbyzoom', 'zoomba']","[(0, 0.02158298), (1, 0.6186197), (2, 0.015646491), (3, 0.26193124), (4, 0.015682667), (5, 0.025273116), (6, 0.04126379)]",,
216,"['zoomba’-', 'try', 'introduce', 'activity', 'within', 'session', 'sentence', 'teacher', 'realize', 'zoomba', 'mistake', 'watching', 'student', 'head', 'session', 'deathbyzoom', 'zoomba']","[(0, 0.021582982), (1, 0.6185939), (2, 0.015646493), (3, 0.26195705), (4, 0.01568267), (5, 0.02527312), (6, 0.0412638)]",,
217,"['changeling', 'zoom', 'student', 'focus', 'teacher', 'heavy', 'classroom', 'instruction', 'engage', 'lecture', 'edchat', 'iowaedchat']","[(0, 0.021584596), (1, 0.029525826), (2, 0.01564655), (3, 0.8495151), (4, 0.015682675), (5, 0.025288465), (6, 0.042756837)]",,
218,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203597), (1, 0.8178845), (2, 0.019719709), (3, 0.031557925), (4, 0.019765327), (5, 0.03185265), (6, 0.052016303)]",,
219,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203545), (1, 0.81788445), (2, 0.019719707), (3, 0.031557914), (4, 0.019765323), (5, 0.031852767), (6, 0.05201627)]",,
220,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203526), (1, 0.81788504), (2, 0.019719709), (3, 0.03155792), (4, 0.019765325), (5, 0.031852644), (6, 0.052015807)]",,
221,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203532), (1, 0.8178847), (2, 0.019719707), (3, 0.03155791), (4, 0.019765323), (5, 0.031852625), (6, 0.052016184)]",,
222,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203592), (1, 0.8178846), (2, 0.019719709), (3, 0.031557936), (4, 0.019765325), (5, 0.031852607), (6, 0.05201619)]",,
223,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203562), (1, 0.81788474), (2, 0.019719707), (3, 0.03155792), (4, 0.019765323), (5, 0.031852625), (6, 0.052016065)]",,
224,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.02720354), (1, 0.8178847), (2, 0.019719707), (3, 0.031557914), (4, 0.019765323), (5, 0.031852737), (6, 0.05201605)]",,
225,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'server', 'teacher', 'nonce']","[(0, 0.027203579), (1, 0.8178844), (2, 0.019719707), (3, 0.03155791), (4, 0.019765323), (5, 0.031852648), (6, 0.052016415)]",,
226,"['TWITTER_HANDLE', 'thanks', 'asking', 'afraid', 'overzoomed', 'moment', 'however', 'friday', 'taking', 'conference', 'barfield', 'clare', 'college', 'cambridge', 'record', 'available']","[(0, 0.05674517), (1, 0.0774519), (2, 0.04113883), (3, 0.065832034), (4, 0.04123408), (5, 0.066445634), (6, 0.6511524)]",,
227,"['become', 'world', 'favourite', 'video', 'conferencing', 'lockdown', 'teacher', 'using', 'conduct', 'lesson', 'pupil', 'secure', 'check', 'fastfacts', 'prevent', 'zoombombing', 'meeting']","[(0, 0.7381141), (1, 0.05076208), (2, 0.026660282), (3, 0.042728193), (4, 0.02672176), (5, 0.0431593), (6, 0.07185433)]",,
228,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203532), (1, 0.8178849), (2, 0.019719707), (3, 0.031557932), (4, 0.019765323), (5, 0.031852584), (6, 0.052015997)]",,
229,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203584), (1, 0.8178843), (2, 0.019719707), (3, 0.03155791), (4, 0.019765323), (5, 0.031852666), (6, 0.05201648)]",,
230,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203547), (1, 0.81788456), (2, 0.019719709), (3, 0.031557918), (4, 0.019765325), (5, 0.031852726), (6, 0.05201623)]",,
231,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.0272037), (1, 0.817884), (2, 0.019719709), (3, 0.031557914), (4, 0.019765325), (5, 0.03185274), (6, 0.052016567)]",,
232,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.02720353), (1, 0.8178848), (2, 0.019719709), (3, 0.03155791), (4, 0.019765325), (5, 0.031852666), (6, 0.05201605)]",,
233,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203567), (1, 0.8178846), (2, 0.019719709), (3, 0.03155791), (4, 0.019765325), (5, 0.03185272), (6, 0.052016146)]",,
234,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203547), (1, 0.8178847), (2, 0.019719709), (3, 0.031557918), (4, 0.019765325), (5, 0.031852648), (6, 0.05201617)]",,
235,"['zoomcode', 'zoomcodes', 'zoomraid', 'zoombombing', 'zoomraids', 'zoomclass', 'zoommeeting', 'zoomid', 'teacher', 'boring', 'lesson', 'server', 'class']","[(0, 0.027203664), (1, 0.8178843), (2, 0.019719709), (3, 0.031557918), (4, 0.019765327), (5, 0.031852596), (6, 0.0520165)]",,
236,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'boces2', 'teacher', 'zoom', 'facetious-', 'teacher', 'working', 'time-', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.013184916), (3, 0.011185431), (5, 0.011290791), (6, 0.94071)]",,
237,"['hilarious', 'watching(zoom', 'grand', 'appreciate', 'teacher', 'everywhere', 'TWITTER_HANDLE']","[(0, 0.03678007), (1, 0.050532456), (2, 0.026660196), (3, 0.042705003), (4, 0.026721759), (5, 0.043124076), (6, 0.7734764)]",,
238,"['सांसद', 'TWITTER_HANDLE', 'covid19', 'zoom_apps', 'विडीओ', 'कोन्फ़्रेसिंग', 'ज़रिये', 'सवांद', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'harchandchoudhary', 'collegevicepresident', 'abvpbhinmal']","[(0, 0.027200524), (1, 0.037126187), (2, 0.019719696), (3, 0.031554967), (4, 0.019765345), (5, 0.0318484), (6, 0.83278483)]",,
239,"['wishing', 'alternative', 'momlife', 'teacher', 'homeschooling', 'homeoffice', 'crazy', 'covid19', 'quarantine', 'quarantinelife', 'quarantineandchill', 'zoommeeting', 'kidsathome', 'kidscantwait']","[(0, 0.036780167), (1, 0.7536064), (2, 0.026660074), (3, 0.04267208), (4, 0.026721748), (5, 0.04307419), (6, 0.07048533)]",,
240,"['maths', 'class', 'maths', 'class', 'teacher', 'cooke', 'topic', 'cooke', 'maths', 'class', 'maths', 'meeting', 'meeting', 'password', '3fyeju', 'zoomcodes', 'zoomraid']","[(0, 0.80706567), (1, 0.03737228), (2, 0.0197198), (3, 0.031583436), (4, 0.019765336), (5, 0.03189122), (6, 0.052602287)]",,
241,"['maths', 'class', 'maths', 'class', 'teacher', 'cooke', 'topic', 'cooke', 'maths', 'class', 'maths', 'meeting', 'meeting', 'password', '3fyeju', 'zoomcodes', 'zoomraid']","[(0, 0.8070222), (1, 0.037410453), (2, 0.019719802), (3, 0.031583495), (4, 0.019765336), (5, 0.031891443), (6, 0.052607313)]",,
242,"['TWITTER_HANDLE', 'なるほど、zoomしながらメモ！みたいな感じですかね', 'また使い心地教えてください〜']","[(0, 0.05674517), (1, 0.0774519), (2, 0.04113883), (3, 0.065832034), (4, 0.04123408), (5, 0.06644564), (6, 0.6511524)]",,
243,"['school', 'aurouniversity', 'organise', 'webinar', 'topic', 'machine', 'learning', 'introduction', 'application', 'april', 'thursday', 'onwards', 'register', 'here:-', 'catch', 'session', 'zoom:-']","[(0, 0.036773738), (1, 0.39347285), (2, 0.026660003), (3, 0.042657956), (4, 0.026721675), (5, 0.40363917), (6, 0.070074655)]",,
244,"['online', 'zoom-', 'tuesday', 'april', 'temple', 'university', 'register']","[(0, 0.036773793), (1, 0.7537641), (2, 0.026660101), (3, 0.04267), (4, 0.026721671), (5, 0.043044373), (6, 0.070366025)]",,
245,"['TWITTER_HANDLE', 'school', 'laptop', 'zoom', 'iphone', 'bless', 'supporting', 'online', 'teacher', 'TWITTER_HANDLE']","[(0, 0.01788893), (1, 0.02457725), (2, 0.012968002), (3, 0.02077184), (4, 0.012997905), (5, 0.020954795), (6, 0.8898413)]",,
246,"['student', 'show', 'seminar', 'wearing', 'crawling', 'betty', 'visibly', 'hello', 'mirror', 'getting', 'dress', 'background', 'zoomuniversity', 'coronateaching']","[(0, 0.47791123), (1, 0.037150778), (2, 0.01971967), (3, 0.3617655), (4, 0.019765288), (5, 0.031861283), (6, 0.051826227)]",,
247,"['lanka', 'college', 'conduct', 'lecture', 'online', 'zoom_video_communications', 'hulftsdorpbulletin', 'hulftsdorp', 'TWITTER_HANDLE', 'lanka', 'college']","[(0, 0.036773935), (1, 0.050708845), (2, 0.026660366), (3, 0.042716596), (4, 0.026721714), (5, 0.04305138), (6, 0.77336717)]",,
248,"['uxbridgecollege', 'uxcollege_engti', 'staff', 'college', 'achievement', 'every', 'uxbridgecollege', 'engti', 'vocational', 'apprenticeship', 'onlinelearning', 'zoom_us']","[(0, 0.12419321), (1, 0.16951215), (2, 0.09003684), (3, 0.14404638), (4, 0.09024512), (5, 0.14537038), (6, 0.23659588)]",,
249,"['今日は朝8時〜', 'アメリカ・ロサンゼルスの', '語学学校・aoi', 'collegeの', '方々にzoomでスマホ動画編集教室', '2時間ビッチリできました', '午後から久しぶりの天満橋スタジオで', 'mr.オクチのyoutube撮影', '最後はイメージチェンジした', '自撮り撮影で', '気を抜かず最善の注意を尽くして', '早めに帰ります']","[(0, 0.12419321), (1, 0.16951215), (2, 0.09003684), (3, 0.14404638), (4, 0.09024512), (5, 0.14537038), (6, 0.23659588)]",,
250,"['university', 'organise', 'webinar', 'topic', 'relevance', 'aurobindo', 'vision', 'future', 'april', 'thursday', 'onwards', 'register', 'here:-', 'catch', 'session', 'zoom:-', 'aurouniversitygujarat']","[(0, 0.036773738), (1, 0.75408137), (2, 0.026659999), (3, 0.042652477), (4, 0.026721671), (5, 0.04304555), (6, 0.07006522)]",,
251,"['university', 'pride', 'いよいよ明後日4/30開催', '日本全国の大学生の皆さんがzoom上でも”プライド”を感じられるイベントです！応募締め切りまであと少しです', '詳細は以下のhpから', 'おうちで大学生プライド']","[(0, 0.05674517), (1, 0.62051237), (2, 0.04113877), (3, 0.06581701), (4, 0.041233934), (5, 0.06642124), (6, 0.10813148)]",,
252,"['TWITTER_HANDLE', 'grade', 'teacher', 'westerly', 'creek', 'elementary', 'denver', 'using', 'chest', 'final', 'module', 'student', 'remote', 'learning', 'could', 'invite', 'quick', 'class', 'google', '/zoom', 'video']","[(0, 0.017888367), (1, 0.024477262), (2, 0.01296796), (3, 0.33044845), (4, 0.012997905), (5, 0.25214058), (6, 0.34907952)]",,
253,"['today', 'class', 'comfort', '19:00', '20:15', 'general', 'class', 'roisin', 'email', 'info@iyoga.ie', 'register', 'teacher', 'donation', 'paypal', 'zoomclasses', 'zoomyoga', 'stayathome']","[(0, 0.056754895), (1, 0.6186249), (2, 0.041139044), (3, 0.06589037), (4, 0.041234005), (5, 0.06654062), (6, 0.109816104)]",,
254,"['today', 'class', 'comfort', '19:00', '20:15', 'general', 'class', 'roisin', 'email', 'info@iyoga.ie', 'register', 'teacher', 'donation', 'paypal', 'zoomclasses', 'zoomyoga', 'stayathome']","[(0, 0.05675488), (1, 0.6186611), (2, 0.041139044), (3, 0.065890186), (4, 0.04123401), (5, 0.066534154), (6, 0.10978661)]",,
255,"['meeting', 'alternative', 'indian', '-*zoho', 'meeting', 'china', '-*zoom', 'click', 'registration', 'contact-', '9825163956', 'teacher', 'entreprenuer', 'business', 'owner', 'octfistechnollp', 'octfis', 'octfisian', 'zohosocial']","[(0, 0.84706795), (1, 0.029598325), (2, 0.015646541), (3, 0.025052095), (4, 0.015682688), (5, 0.02529241), (6, 0.041659977)]",,
256,"['meeting', 'alternative', 'indian', '-*zoho', 'meeting', 'china', '-*zoom', 'click', 'registration', 'contact-', '9825163956', 'teacher', 'entreprenuer', 'business', 'owner', 'octfistechnollp', 'octfis', 'octfisian', 'zohosocial']","[(0, 0.8470525), (1, 0.029598594), (2, 0.015646541), (3, 0.025052104), (4, 0.01568269), (5, 0.025292406), (6, 0.041675158)]",,
257,"['little', 'brother', 'attending', 'hindi', 'class', 'teacher', 'everyone', 'loudly', 'namaskar', 'adhyapika', 'literally', 'words', '--&gt', 'capital', 'zoomclass', 'lockdownend', 'covid19']","[(0, 0.036776353), (1, 0.75360376), (2, 0.026660075), (3, 0.042672206), (4, 0.026721692), (5, 0.04307456), (6, 0.07049129)]",,
258,"['tomorrow', 'another', 'onlineseminar', 'zoommeeting', 'resident', 'teacher', 'roger', 'caddell', 'special', 'guest', 'TWITTER_HANDLE', 'attend', 'content', 'anytime', 'youtube']","[(0, 0.02158624), (1, 0.36027437), (2, 0.01564651), (3, 0.025054492), (4, 0.015682735), (5, 0.025279356), (6, 0.5364763)]",,
259,"['michelle', 'fairbanks', 'middle', 'school', 'teacher', 'akedchat', 'call', 'track', 'normally', 'today', 'zoom', 'learn', 'lately', 'playing', 'around', 'master', 'template', 'google', 'slide']","[(0, 0.02158443), (1, 0.02955479), (2, 0.015646575), (3, 0.02505585), (4, 0.015682675), (5, 0.025284966), (6, 0.8671907)]",,
260,"['tomorrow', 'start', 'school', 'lesson', 'excite', 'teach', 'interact', 'student', 'going', 'zoom', 'shout', 'teacher', 'dedication']","[(0, 0.021585194), (1, 0.029550096), (2, 0.01564658), (3, 0.63501054), (4, 0.2307776), (5, 0.025289206), (6, 0.04214074)]",,
